StoreName,StoreCode,ownerName,address1,address2,area,city,state,pincode,businessType,outletType,email,phoneNumber,latitude,longitude
MY AL MADEENA ENTERPRISE (Mon-Sat: 9.30am-6pm|Fri: 12pm-3pm rest),M249,NURUL ASYIQIN,"NO. 2, JALAN PETOLA 24/8,","SEKSYEN 24,","SHAH ALAM, SELANGOR",SHAH ALAM,SELANGOR,40300,Standalone,11,sales@pmmahsuri.com.my,010-2713015,3.128974,101.464952
MY FRESH BOX SDN. BHD.,M264,,"NO 39, 41, 43, 45, 47, 49, 51,","JALAN MENTAKAB INDAH 1, TAMAN MENTAKAB INDAH,",PAHANG DARUL MAKMUR,MENTAKAB,PAHANG,28400,Standalone,11,sales@pmmahsuri.com.my,011-15761778,3.500195132,102.2918905
MY SUPER STORE SDN BHD,M090,"LEE KIM MING,LEE LEONG TECK",MY SUPER STORE SDN BHD,"409, KAMPUNG BARU,","SUNGAI PELEK, SELANGOR.",SEPANG,SELANGOR,43950,Standalone,11,sales@pmmahsuri.com.my,012-381 6195,2.644342,101.712694
MYDIN AMAN CENTRAL SUPERMARKET,M-ACS,,"LG.01, NO.1, AMAN CENTRAL,","LEBUHRAYA DARULAMAN,","ALOR SETAR, KEDAH DARULAMAN.",ALOR SETAR,KEDAH,5100,Grocery,07,sales@pmmahsuri.com.my,04-731 3158,6.125247213,100.3651919
MYDIN BUKIT MERTAJAM HYPERMARKET,M-1058,VISHNU VARTHANA,"LOT 3424 1619 1611 1511 & 850,","MUKIM 6, JALAN BARU,","SEBERANG PERAI, PULAU PINANG.",SEBERANG PERAI,PULAU PINANG,13600,Grocery,07,sales@pmmahsuri.com.my,04-384 1867,5.368378776,100.4145905
MYDIN GONG BADAK HYPERMARKET FRIDAY HOLIDAY,M-GBH,CIK NABILA,"LOT PT35511,KG BANGGOL",JALAN GONG PAK DAMAT GONG BADAK,KUALA TERENGGANU TERENGGANU,KUALA TERENGGANU,TERENGGANU,21200,Grocery,07,sales@pmmahsuri.com.my,03-80736000 ,5.355386053,103.09384
MYDIN KUBANG KERIAN HYPERMARKET,M-1030,ROSZALIZA MAT NAWI,"LOT 1724, SEKSYEN 14,","JALAN RAJA PEREMPUAN,","KOTA BAHRU, KELANTAN.",KOTA BHARU,KELANTAN,16150,Grocery,07,sales@pmmahsuri.com.my,09-764 9407,6.098225693,102.2781889
MYDIN MANJOI HYPERMARKET,M-MJH,,"LORONG PASAR, KG SUNGAI TAPAH,","GUGUSAN MANJOI,",IPOH PERAK.,IPOH,PERAK,30020,Grocery,07,sales@pmmahsuri.com.my,05-5280 786,4.6236121,101.0666287
MYDIN MELAKA BAZAAR SDN BHD,M-MMB,,"1ST FLOOR, BAZAAR MELAKA SENTRAL,","JALAN TUN ABDUL RAZAK PERINGGIT,",MELAKA,PERINGGIT,MELAKA,75300,Grocery,07,sales@pmmahsuri.com.my,03-8073 6000,2.2197265,102.2514698
MYDIN MOHAMED HOLDING BHD - KOTA BARU EMPORIUM,M-1045,,"LOT 69, 241-245 SEK 8,","JALAN PINTU PONG,","KOTA BHARU, KELANTAN",KOTA BHARU,KELANTAN,15000,Grocery,07,sales@pmmahsuri.com.my,09-7482864,6.129625571,102.241885
MYDIN MOHAMED HOLDING BHD - KOTA BARU WAREHOUSE,M-1017,,PT 4101,KAWASAN PERINDUSTRIAN PENGKALAN CHE FASA 2,"KOTA BHARU, KELANTAN, MALAYSIA",KOTA BHARU,KELANTAN,16100,Grocery,07,sales@pmmahsuri.com.my,09-7735225,6.13184362,102.2444599
MYDIN MOHAMED HOLDING BHD - KUALA IBAI EMPORIUM-OPEN 10AM,M-1014,,LOT 1584 WISMA KOKHIDMAT,"JALAN TOK ADIS,",KUALA TERENGGANU,KUALA TERENGGANU,TERENGGANU,21400,Grocery,07,sales@pmmahsuri.com.my,09-6171381,5.28483531,103.1665878
MYDIN MOHAMED HOLDING BHD - MYDIN TUNJONG HYPERMARKET,M-1079,,"LOT PT 666, JALAN KUALA KRAI,","BANDAR BARU TUNJUNG,","KOTA BAHRU, KELANTAN",KOTA BHARU,KELANTAN,16010,Grocery,07,sales@pmmahsuri.com.my,03-87348488,6.076619331,102.2584462
MYDIN MOHAMED HOLDING BHD - PELANGI INDAH,M-1055,MUHAMMAD YUSUF BIN MOHD MUSLIM,MYDIN PELANGI INDAH HYPERMARKET PTD,"120470 PERSIARAN PELANGI INDAH, TAMAN PELANGI INDAH,","ULU TIRAM, JOHOR, MALAYSIA.",ULU TIRAM,JOHOR,81800,Grocery,07,sales@pmmahsuri.com.my,07-862 4051,1.576170631,103.8097343
MYDIN MOHAMED HOLDING BHD - TERENGGANU EMPORIUM,M-1000,,MYDIN KUALA TERENGGANU EMPORIUM,"4128 4129 JALAN KEDAI HILIR(JALAN KOTA),",KUALA TERENGGANU TERENGGANU,KUALA TERENGGANU,TERENGGANU,21200,Grocery,07,sales@pmmahsuri.com.my,09-6203162,5.336548776,103.1420178
MYDIN MOHAMED HOLDINGS BERHAD - BAZAAR ANJUNG NUSAJAYA,M-1033,SUBRAMANI A/L BATUMALAI,"GF LEVEL ANJUNG NEIGHBOURHOOD CENTRE,","NUSAJAYA JOHOR BHARU,","NUSAJAYA JOHOR, MALAYSIA.",NUSAJAYA,JOHOR,79250,Grocery,07,sales@pmmahsuri.com.my,07-510 1505,1.424274158,103.6181293
MYDIN MOHAMED HOLDINGS BERHAD - JENGKA HYPERMARKET ( FRIDAY HOLIDAY ),M-JKH,AYU AHMAD,"LOT 29972, JALAN  LINTASAN SEMARAK,","BANDAR TUN  ABDUL RAZAK,","JENGKA, PAHANG. MALAYSIA",JENGKA,PAHANG,26400,Grocery,07,sales@pmmahsuri.com.my,,3.772896291,102.5437491
MYDIN MOHAMED HOLDINGS BERHAD - JSH,M-JSH,,"PT 8537, SEKYEN 1,","BANDAR JASIN BESTARI,","BEMBAN, MELAKA.",JASIN,MELAKA,77200,Grocery,07,sales@pmmahsuri.com.my,06-5210 834,2.280553,102.3918187
MYDIN MOHAMED HOLDINGS BERHAD - KKH,M-KKH,,"LOT 1724, SEKSYEN 14, JALAN RAJA PEREMPUAN ZAINAB II,","KUBANG KERIAN,","KOTA BHARU, KELANTAN",KOTA BHARU,KELANTAN,16150,Grocery,07,sales@pmmahsuri.com.my,,6.099543156,102.282592
MYDIN MOHAMED HOLDINGS BERHAD - KTH *   ( FRIDAY HOLIDAY ),M-KTH,,"LOT 1547 & 1548,","JALAN SULTAN MOHAMAD,",KUALA TERENGGANU,KUALA TERENGGANU,TERENGGANU,20100,Grocery,07,sales@pmmahsuri.com.my,,5.335117336,103.1372327
MYDIN MOHAMED HOLDINGS BERHAD - KUANTAN EMPORIUM,M-1005,HASNAH NADIR,MYDIN KUANTAN EMPORIUM B62,"64-74 LORONG TUN ISMAIL 5,","KUANTAN, PAHANG, MALAYSIA",KUANTAN,PAHANG,25000,Grocery,07,sales@pmmahsuri.com.my,09-516 1051,3.811229883,103.3256137
MYDIN MOHAMED HOLDINGS BERHAD - KUH,M-1035,SANJEVA KALIMUTHU,"LOT 1.18A, JALAN ANGGERIK 8,","TAMAN KULAI UTAMA,","KULAI, JOHOR",KULAI,JOHOR,81000,Grocery,07,sales@pmmahsuri.com.my,07-6622722,1.663148434,103.5976183
MYDIN MOHAMED HOLDINGS BERHAD - MLH **,M-MLH,,"LOT 15060, 15061, 15062","MUKIM BUKIT KATIL, MELAKA TENGAH, AYER KEROH","AYER KEROH, MELAKA",AYER KEROH,MELAKA,75450,Grocery,07,sales@pmmahsuri.com.my,,2.2708462,102.2936051
MYDIN MOHAMED HOLDINGS BERHAD - MMM,M-MMM,,"NO. 2A-26, JALAN PMS3,","PLAZA MELAKA SENTRAL,","PERINGGIT, MELAKA",BANDAR HILIR,MELAKA,75400,Grocery,07,sales@pmmahsuri.com.my,06-2817 354,2.2230731,102.2498471
MYDIN MOHAMED HOLDINGS BERHAD - -MRH,M-MRH,,PT 229142 BANDAR MERU RAYA,"MUKIM HULU KINTA, DAERAH KINTA,","IPOH, PERAK",IPOH,PERAK,30020,Grocery,07,sales@pmmahsuri.com.my,05-526 7786,4.6714118,101.0729717
MYDIN MOHAMED HOLDINGS BERHAD - PEKAN EMPORIUM,M-1015,NOOR AZMA IBRAHIM,"NO. 1-5 & LOT 14 SEK7,","JLN. ENGKU MUDA MANSUR,","PEKAN PAHANG, MALAYSIA,",PEKAN,PAHANG,26600,Grocery,07,sales@pmmahsuri.com.my,09-422 8832,3.489678649,103.3954852
MYDIN MOHAMED HOLDINGS BERHAD - PSH,M-PSH,,"PT 20 & 2053, JALAN  BESAR,","PULAU SEBANG,"," ALOR GAJAH, MELAKA",ALOR GAJAH,MELAKA,78000,Grocery,07,sales@pmmahsuri.com.my,03-2070 7479,2.462522738,102.2317066
MYDIN MOHAMED HOLDINGS BHD - MYDIN RANTAU PANJANG EMPORIUM,M-1018,,PT 333-339,"KOMPLEKS KEDAI BARU KAWASAN BEBAS CUKAI,","RANTAU PANJANG, KELANTAN, MALAYSIA.",RANTAU PANJANG,KELANTAN,17200,Grocery,07,sales@pmmahsuri.com.my,03-80736287,6.01818577,101.9760834
MYDIN MOHAMED HOLDINGS BHD - TAMAN GOPENG,M-WTG,,"RTC PERAK, KAWASAN PERINDUSTRIAN GOPENG","2KM 16, JALAN GOPENG,","GOPENG, PERAK.",GOPENG,PERAK,31600,Grocery,07,sales@pmmahsuri.com.my,05-357 2522,4.5588398,101.0287957
MYDIN MUTIARA RINI HYPERMARKET,M-1069,,"LOT PTD 181611, MUKIM PULAI,","DAERAH JOHOR BHARU,","JOHOR BHARU, MALAYSIA.",JOHOR BAHRU,JOHOR,81300,Grocery,07,sales@pmmahsuri.com.my,,1.515220223,103.6359001
MYS BORONG MART,M255,,"NO. 57A2, TINGKAT BAWAH,","BATU 11, KAMPUNG BARU,","CHERAS, SELANGOR",CHERAS,KUALA LUMPUR,43200,Wholesale,12,sales@pmmahsuri.com.my,016-2587641,3.04488,101.773084
N NINE MINI MARKET,N056,RAHAMOED ULLAH,"NO.59, JALAN MELATI SQUARE,","MELATI SQUARE,","BANDAR BARU NILAI, NEGERI SEMBILAN",NILAI,NEGERI SEMBILAN,"71800,",Standalone,11,sales@pmmahsuri.com.my,,2.812944,101.762688
NAD SAMUDERA ENTERPRISE (Fri: Close 12pm-3pm),N068,AIN & ERWANDI,LOT 3233 BATU 15,"PAYA JARAS DALAM, SEKSYEN U19,",SHAH ALAM,SHAH ALAM,SELANGOR,40160,Standalone,11,sales@pmmahsuri.com.my,019-2559952,3.1932652,101.5458882
NASABE ENTERPRISE (12pm-3pm close),N037,NURDIN BIN ABBAS,"G-05 & G-06, BLOCK B, APARTMENT IDAMAN,","JLN PJU 10/1, PJU 10, DAMANSARA DAMAI",SG BULOH SELANGOR,DAMANSARA,SELANGOR,47830,Standalone,11,sales@pmmahsuri.com.my,016-949 6820,3.190733,101.5889367
NASABE ENTERPRISE (12pm-3pm close),N037-B,FAZLULLAH,"PT 47048-4A, JLN KHALIFAH ZAKARIA,","KP PAYA JARAS UTAMA DALAM,","SUNGAI BULOH, SELANGOR.",SUNGAI BULOH,SELANGOR,47000,Standalone,11,sales@pmmahsuri.com.my,013-294 2616,3.2250317,101.4981694
NASI KANDAR ALI NAS MAJU (Restoran Alinas Aman Putri),N051,ZAKARIA ALI,"NO.2-43G, JALAN AMAN DAMAI GU17/G,","SEKSYEN U17 AMAN PUTRI,","SHAH ALAM, SELANGOR.",SUNGAI BULOH,SELANGOR,40160,Standalone,11,sales@pmmahsuri.com.my,016-214 9467,3.2174739,101.520213
NAZURAH RESOURCES (MON-SAT : 8AM-6PM | FRI CLOSED AT 12PM-3PM),N072,DEEN,"LOT PT 118935, JALAN HJ. HUSSIN,","KG. JALAN KEBUN, SEKSYEN 30,","SHAH ALAM, SELANGOR",SHAH ALAM,SELANGOR,40460,Standalone,11,sales@pmmahsuri.com.my,016-6943230,3.034433,101.432673
NBK MAJU ENTERPRISE (M) SDN. BHD.,N097,,"NO. 10, 16 & 17, JALAN 7,","KOSMOPLEKS BANDAR BARU SALAK TINGGI,","SEPANG, SELANGOR",SEPANG,SELANGOR,43900,Standalone,11,sales@pmmahsuri.com.my,016-3382561,2.8147332,101.7347885
NEH LAH FRESH MARKET,N061,DINESNWARHN,"NO.2A & 2A-1, BLOCK D, JALAN BALAKONG JAYA 8,","TAMAN BALAKONG JAYA,","CHERAS, SELANGOR",CHERAS,SELANGOR,43200,Standalone,11,sales@pmmahsuri.com.my,016-6300804,3.004944,101.737784
NEPHRO MESRA SDN. BHD. - PASAR MINI JUASSEH SENTOSA,N090,EDRINA,"NO. 21 & 21A, JALAN JUASSEH SENTOSA 2,","TAMAN JUASSEH SENTOSA,","JUASSEH, N. SEMBILAN",SEREMBAN,NEGERI SEMBILAN,72500,Standalone,11,sales@pmmahsuri.com.my,011-20579660,2.8610535,102.2713192
NETS CONVENIENT SHOP  (khamis tutup),N050,PANG YOW CHEONG,"PG-9, PANGSAPURI KOTA LAKSAMANA UTAMA,",TAMAN KOTA LAKSAMANA,MELAKA,BANDAR HILIR,MELAKA,75200,Standalone,11,sales@pmmahsuri.com.my,011-3993 2292,2.196966,102.2369484
NEW DIAN HUAT ENTERPRISE (Tue close),N057,TAN TSE LIANG,NEW DIAN HUAT ENTERPRISE,"37A, JALAN UJUNG PASIR",MELAKA,UJONG PASIR,MELAKA,75050,Standalone,11,sales@pmmahsuri.com.my,,2.187853,102.26679
NEW HUP CHONG ( MON-SAT 9AM-6PM),N052,MR. LEE CHOON FATT,"NO 15, TAMAN SEMPALIT,","JALAN KARAK,",MENTAKAB PAHANG,MENTAKAB,PAHANG,"28400,",Standalone,11,sales@pmmahsuri.com.my,03-4256 5427,3.487490745,102.3288132
NEW XUN FATT ENTERPRISE (Morning - Lori besar tak boleh masuk),N079,,"NO. 7, JALAN 12,","DESA JAYA KEPONG,","KUALA LUMPUR, WILAYAH PERSEKUTUAN",KEPONG,KUALA LUMPUR,52100,Standalone,11,sales@pmmahsuri.com.my,016-6917781,3.156144,101.745755
NG WOON ENTERPRISE (Open 7am-6pm|Tue close),N095,,"22,","JALAN BESAR LADANG GEDDES,","BANDAR SERI JEMPOL, N. SEMBILAN",JEMPOL,NEGERI SEMBILAN,72120,Standalone,11,sales@pmmahsuri.com.my,011-10684144,2.8973985,102.4052943
NINAMAJU SDN BHD,NMAJU,,"NO.8, BT 16,","JALAN CHANGLUNG,","JITRA, KEDAH",JITRA,KEDAH,6000,Standalone,11,sales@pmmahsuri.com.my,04-9173 366,6.318787394,100.4131889
NIVASH ENTERPRISE (Tue close),N088,KANAGESVARI,"GERAI NO. 6,","JALAN BESAR AYER HITAM,","BANDAR SERI JEMPOL, NEGERI SEMBILAN",JEMPOL,NEGERI SEMBILAN,72120,Standalone,11,sales@pmmahsuri.com.my,011-10739083,2.9451631,102.3848559
NK JAYA PLT (Everyday 1pm-3pm close),N073,JOEY,"NO 8 & 10,","JALAN RAJA MOKHTAR 4,","KAPAR, SELANGOR",KLANG,SELANGOR,42200,Standalone,11,sales@pmmahsuri.com.my,014-9759830,3.128957,101.465118
NKR CONVENIENT MART,N058,NAVIN KUMARAN RAMACHANDRAN,NKR CONVENIENT MART,NO 9417 PEKAN RUMBIA,"ALOR GAJAH, MELAKA",ALOR GAJAH,MELAKA,78000,Standalone,11,sales@pmmahsuri.com.my,,2.3285346,102.2084634
NOORULLAH CONVENIENCE STORE - MY GROCER,N093,,"LOT 34981B, JALAN PANTAI,","BANDAR WARISAN PUTERI,","SEREMBAN, N. SEMBILAN",SEREMBAN,NEGERI SEMBILAN,71770,Grocery,07,sales@pmmahsuri.com.my,013-4850370,2.756782,101.981908
NORHAYU BINTI MOHD SHAH - DAPO KUEH (Wed close),N092,,"NO. 279, BLOK 12,","FELDA GUGUSAN RAJA ALIAS 4,","BANDAR SERI JEMPOL, N. SEMBILAN",JEMPOL,NEGERI SEMBILAN,72120,Standalone,11,sales@pmmahsuri.com.my,019-6438537,2.8915522,102.4077432
NORLYS KITCHEN & CATERING,N003,MOHD. ROSLI,"LOT 488, MUKIM SUNGAI BULOH,","DAERAH PETALING, SEKSYEN U4,","SHAH ALAM, SELANGOR",SUNGAI BULOH,SELANGOR,47000,Standalone,11,sales@pmmahsuri.com.my,012-7977389,3.2134363,101.5321978
NOVI FROZEN FOODS (Mon-Sat: 10am-6pm|Fri: No delivery),N080,AMIRUL,"H-YG-2 & YG-4, JALAN PLUMBUM Y 7/Y,","PUSAT KOMERSIAL SEKSYEN 7,","SHAH ALAM, SELANGOR",SHAH ALAM,SELANGOR,40000,Standalone,11,sales@pmmahsuri.com.my,016-3865710,3.03432,101.432747
NS HONG FATT ENTERPRISE SDN BHD,I010,TUNG HONG SENG,INSAN SAKSAMA SDN BHD ( NS HONG FATT ),"96, BUKIT PELANDOK SEREMBAN,","NEGERI SEMBILAN, DARUL KHUSUS",SEREMBAN,NEGERI SEMBILAN,71960,Standalone,11,sales@pmmahsuri.com.my,012-6831033,2.6522,101.749893
NUR AISYAH KAMSIAH ENTERPRISE,N059,,NUR AISYAH KAMSIAH ENTERPRISE,NO 17 JALAN MEWAH,BAHAU NEGERI SEMBILAN,BAHAU,NEGERI SEMBILAN,72100,Standalone,11,sales@pmmahsuri.com.my,064552355,2.811443,102.399315
NUR HAZIQAH ENTERPRISE,N060,MR.FAIZAL,"NO.442,JALAN PJS 10/11,","TAMAN DATO HORMAT,",PETALING JAYA,PETALING JAYA,SELANGOR,46000,Standalone,11,sales@pmmahsuri.com.my,,3.128836,101.464981
NUR MINI MART,N087,HUSNA,"NO. E2,","SERTING HILIR KOMPLEKS,","BANDAR SERI JEMPOL, NEGERI SEMBILAN",JEMPOL,NEGERI SEMBILAN,72120,Standalone,11,sales@pmmahsuri.com.my,019-6255455,2.9427019,102.5002101
NUR SAKINAH TRADING,N074,,"LOT 2289, AL 39C,","KAMPUNG BARU,","SUNGAI BULOH, SELANGOR",SUNGAI BULOH,SELANGOR,47000,Standalone,11,sales@pmmahsuri.com.my,011-23035051,3.192631,101.5625203
NUR SAMI ENTERPRISE,N089,,"NO. 10, JALAN SELATAN 3/4,","JALAN PERINDUSTRIAN RINGAN PULAI,","SKUDAI, JOHOR",SKUDAI,JOHOR,81300,Standalone,11,sales@pmmahsuri.com.my,019-7547450,1.532826294,103.6766708
NUR UKHWAH ENTERPRISE,N011,MAZRIN TUKIRIN,"NO.31, (PT 3593) JALAN INANG 2,","TAMAN PAYA RUMPUT UTAMA, MUKIM PAYA RUMPUT",MELAKA,BANDAR HILIR,MELAKA,76450,Standalone,11,sales@pmmahsuri.com.my,012-6256985,2.2808712,102.2149152
NURUL AFEEFAH ENTERPRISE (Mon-Sat: 9am-6pm| Fri: NO DELIVERY),N076,AHAMAD,"LOT 1531-K3, JALAN SUNGAI KANDIS,","KG JAWA, SEKSYEN 36,","SHAH ALAM, SELANGOR",SHAH ALAM,SELANGOR,40470,Standalone,11,sales@pmmahsuri.com.my,011-33749786,3.078465,101.611016
NYS FOOD MART SDN BHD - BALAKONG,N094,,"NO. 8-G, JALAN HARMONI INDAH 1,","TAMAN HARMONI INDAH, (BUKIT BELIMBING, BALAKONG)","SERI KEMBANGAN, SELANGOR",SERI KEMBANGAN,SELANGOR,43300,Standalone,11,sales@pmmahsuri.com.my,012-9897552,3.024932,101.732613
NYS FOOD MART SDN BHD - KAJANG,N078,SIMON,"NO. 17, JALAN KAJANG RAYA 1,","TAMAN KAJANG RAYA,","KAJANG, SELANGOR",KAJANG,SELANGOR,43000,Standalone,11,sales@pmmahsuri.com.my,011-33754118,2.982452,101.778964
NYS FOOD MART SDN BHD - SEMENYIH,N077,,"LOT 26, SEKSYEN 2,","PEKAN SEMENYIH,","SEMENYIH, SELANGOR",SEMENYIH,SELANGOR,43500,Standalone,11,sales@pmmahsuri.com.my,018-9111395,2.946046,101.845624
NZ MAJESTIC PLT (Fri: 1pm-2pm close),N091,,"9 & 10, JALAN GADONG JAYA,","TAMAN GADONG JAYA,","LABU, N. SEMBILAN",LABU,NEGERI SEMBILAN,71900,Standalone,11,sales@pmmahsuri.com.my,011-35320308,2.7011993,101.8308397
OI FOOD SUPPLY SDN BHD (SAT CLOSE),O013,MISS TAN,"B-9746, B9748, B9750 & B9752,","JALAN HAJI AHMAD,","KUANTAN, PAHANG",KUANTAN,PAHANG,25300,Standalone,11,sales@pmmahsuri.com.my,012-9833718,3.830747889,103.3293359
OLIVAS BAKERY INGREDIENTS SDN BHD,O011,ONG LEE CHENG,"NO 15G & 15-1, JALAN REMIS 2,","MEDAN REMIS,","PORT DICKSON, NEGERI SEMBILAN.",SEREMBAN,NEGERI SEMBILAN,71050,Standalone,11,sales@pmmahsuri.com.my,017-623 9117,3.1881,101.573205
ON SEMICONDUCTOR MALAYSIA SDN. BHD.,O025,,"LOT 122,","SENAWANG INDUSTRIAL ESTATE,",SEREMBAN N.SEMBILAN,SEREMBAN,NEGERI SEMBILAN,70450,Standalone,11,sales@pmmahsuri.com.my,06-6823088,2.688894,101.988648
ONE ONE RETAIL ENTERPRISE (Deliver after 11.30AM),O015,LIOW BOON SENG,"NO 15 & 17, JALAN PJ 1,","TAMAN PERTAM JAYA,",MELAKA,PERTAM JAYA,MELAKA,75050,Standalone,11,sales@pmmahsuri.com.my,06-286 8119,2.1910791,102.2792256
ONE PLUS ONE BOUTIQUE RESIDENCE,O022,YEAN SU LEE,"B811, JALAN AIR PUTIH 2,","TAMAN SENTOSA,","KUANTAN, PAHANG.",KUANTAN,PAHANG,25350,Standalone,11,sales@pmmahsuri.com.my,012-908 1231,3.834949468,103.3406636
OONG HIING ENTERPRISE,O017,YEO CHING HIN,NO7 JALAN IM 14/2,INDERA MAHKOTA,KUANTAN PAHANG,KUANTAN,PAHANG,25200,Standalone,11,sales@pmmahsuri.com.my,,3.82828927,103.2754028
OPPA MART MARKETING SDN BHD - BATU BERENDAM,O016,KWANG YOKE YUAN,"NO 1A, JALAN MJ 32,","TAMAN MERDEKA JAYA, BATU BERENDAM,",MELAKA,BATU BERENDAM,MELAKA,75350,Standalone,11,sales@pmmahsuri.com.my,,2.2729766,102.2465509
OPPA MART SDN BHD,O014,CHONG TECK ENG,"NO 2 & 4, JALAN SERI RAMBAI 3,","TAMAN SERI RAMBAI,","TANJONG MINYAK, MELAKA",RAMBAI,MELAKA,75260,Standalone,11,sales@pmmahsuri.com.my,,2.25244,102.1958688
OVAL LAKE DEVELOPMENT SDN BHD (Mon-Fri: 9am-4pm|Lunch: 12pm-2pm),O023,FION CHONG,"ANZEN BUSINESS PARK, LOT GA/7, NO.3-9, JALAN 4/37A,","(OPPOSITE PUSPAKOM), KAWASAN INDUSTRI TAMAN BUKIT MALURI","KEPONG , KUALA LUMPUR - CALL BEFORE DELIVERY",KEPONG,KUALA LUMPUR,52100,Standalone,11,sales@pmmahsuri.com.my,017-3330788,3.1972327,101.636834
P N A NAINA MOHAMED STORE (DELIVERY 11AM-5PM),P059,NAINA MOHAMED (010-278 1396),"NO.11, JALAN SERI RAMA 1,","TAMAN MUZAFFAR SHAH, AIR KEROH,",MELAKA,AYER KEROH,MELAKA,75450,Standalone,11,sales@pmmahsuri.com.my,06-231 0786,2.2519873,102.2895094
PAK DEEN FRESH & FROZEN SUPPLY (Mon-Sat: 9am-6pm),P197,NURUL AIN,"LOT G52, JALAN PUTRA PERDANA 5E,","TAMAN PUTRA PERDANA,","PUCHONG, SELANGOR",PUCHONG,SELANGOR,47100,Standalone,11,sales@pmmahsuri.com.my,011-37657537,3.096273,101.44454
PAK DEEN GROCERS SDN. BHD. (Mon-Sat: 9am-6pm|Fri: 12pm-3pm rest),P221,SHABARULLAH,"NO. G77, LINGKUNGAN PUTRA PERDANA,","TAMAN PUTRA PERDANA,","PUCHONG, SELANGOR",PUCHONG,SELANGOR,47100,Grocery,07,sales@pmmahsuri.com.my,012-7169106,3.12897,101.465122
PALANI MINI MARKET,P153,CHITRA,"NO. 5, JALAN GP UTAMA,",TAMAN GARING PERMAI,RAWANG.,RAWANG,SELANGOR,48000,Standalone,11,sales@pmmahsuri.com.my,03-6093 3564,3.327003,101.561192
PAN HEONG BAK KUT TEH,P163,TEOH KA HAN,"31, JALAN BESAR,",KEPONG,KUALA LUMPUR,KEPONG,KUALA LUMPUR,52100,Standalone,11,sales@pmmahsuri.com.my,012-4063488,3.213731,101.6341568
PANGKOR VILLAGE SEAFOOD RESTAURANT (Mon close),P174,CHAN CHAI NEE,102 JALAN S2 D32,CITY CENTRE SEREMBAN 2,"SEREMBAN, N. SEMBILAN",SEREMBAN,NEGERI SEMBILAN,73000,Standalone,11,sales@pmmahsuri.com.my,011-16211667,2.241961,102.299653
PANTAI SELAMAT (IM) S/B,P058,TEE BOON HEE,"A79-A107, LORONG IM 3/19, TMN RADIANCE@ INDERA MAHKOTA,","JALAN PINTASAN KUANTAN-GEBENG,","KUANTAN, PAHANG DARUL MAKMUR.",KUANTAN,PAHANG,25200,Standalone,11,sales@pmmahsuri.com.my,012-625 7877,3.188202,101.573154
PANTAI SELAMAT VALUE MART SDN BHD,P106,MR.LAM,"A7-A21, JALAN SERI DAMAI PERDANA 1,","BATU 6, JALAN GAMBANG,","KUANTAN ,PAHANG.",KUANTAN,PAHANG,25150,Standalone,11,sales@pmmahsuri.com.my,012-954 1515,3.771202135,103.2559684
"PAPPATHY PROVISIONING STORES (Mon-Sat: 9am-6pm|Thu, after 12pm-Fri: NO DELIVERY)",P198,CHANDRA,"112A, TAMAN KEM BLOK F,","OFF JALAN KEM,","PELABUHAN KLANG, SELANGOR",KLANG,SELANGOR,42000,Standalone,11,sales@pmmahsuri.com.my,012-2669599,3.128957,101.465118
PARK LOKE YUN SUPERMARKET,P098,MS.LIEW,"NO.11855,JALAN JINJANG SETIA 3,","JINJANG UTARA TAMBAHAN,","KUALA LUMPUR,WILAYAH PERSEKUTUAN.",JINJANG,KUALA LUMPUR,52000,Standalone,11,sales@pmmahsuri.com.my,010-7178406,3.2204941,101.6517953
PASA RAYA TOP CIRCUITS SDN BHD,T012,,"LOT 2778, AL-95A,","PEKAN BARU SG. BULOH,",SELANGOR D.E.,SUNGAI BULOH,SELANGOR,47000,Standalone,11,sales@pmmahsuri.com.my,03-61402412,3.1882925,101.5686546
PASAR BORONG SENAWANG SDN BHD,S041,SCOTT LEE (AH MING),"NO.16-17G, KIPMART LAVENDER HEIGHTS,","JALAN KLS 4, TAMAN LAVENDER HEIGHTS,","SEREMBAN, NEGERI SEMBILAN.",SEREMBAN,NEGERI SEMBILAN,70400,Wholesale,12,sales@pmmahsuri.com.my,011-23149773,2.714368,102.002103
PASAR FAMILY MART - NZ MAJESTIC PLT,P205,,"NO. 11, JALAN MELOR 1,","TAMAN SRI RAMAL,","KAJANG, SELANGOR",KAJANG,SELANGOR,43000,Standalone,11,sales@pmmahsuri.com.my,014-9004490,2.980735,101.758214
PASAR MINI A.M.S,A187,RAHIM,"NO. 10, JALAN 1/2D,","TAMAN SRI MURNI,","BATU CAVES, KUALA LUMPUR",SELAYANG,SELANGOR,68100,Standalone,11,sales@pmmahsuri.com.my,010-2144186,3.128957,101.465118
PASAR MINI A.T.N (11am-11pm),P097,THANGATHURAI A/L GANESAN,"NO.151, JALAN 7,","TAMAN BUKIT MUTIARA, SEREMBAN,","SEREMBAN, NEGERI SEMBILAN.",SEREMBAN,NEGERI SEMBILAN,70200,Standalone,11,sales@pmmahsuri.com.my,012-664 0570,2.762337,101.929541
PASAR MINI AASVINS,P116,KEK KIM CHONG,"27 & 27-1, JALAN KP 1,","TAMAN KRUBONG PERDANA,","KRUBONG, MELAKA",KRUBONG,MELAKA,75260,Standalone,11,sales@pmmahsuri.com.my,019-284 9855,2.3284949,102.2495103
